Zipcode,ZipCodeType,City,State,LocationType,Lat,Long,Location,Decommisioned,TaxReturnsFiled,EstimatedPopulation,TotalWages,avg_wage
2468,STANDARD,WABAN,MA,PRIMARY,42.32,-71.23,NA-US-MA-WABAN,FALSE,2772,5140,339797445,122582.0509
24701,STANDARD,BLUEFIELD,WV,PRIMARY,37.26,-81.21,NA-US-WV-BLUEFIELD,FALSE,8652,15203,237659611,27468.74838
2471,PO BOX,WATERTOWN,MA,PRIMARY,42.36,-71.17,NA-US-MA-WATERTOWN,FALSE,,,,#DIV/0!
24712,STANDARD,ATHENS,WV,PRIMARY,37.42,-81.01,NA-US-WV-ATHENS,FALSE,905,1602,27193283,30047.82652
24714,STANDARD,BEESON,WV,PRIMARY,37.49,-81.18,NA-US-WV-BEESON,FALSE,,,,#DIV/0!
24715,STANDARD,BRAMWELL,WV,PRIMARY,37.32,-81.31,NA-US-WV-BRAMWELL,FALSE,,,,#DIV/0!
24716,PO BOX,BUD,WV,PRIMARY,37.52,-81.35,NA-US-WV-BUD,FALSE,,,,#DIV/0!
24719,PO BOX,COVEL,WV,PRIMARY,37.48,-81.31,NA-US-WV-COVEL,FALSE,,,,#DIV/0!
2472,STANDARD,WATERTOWN,MA,PRIMARY,42.36,-71.17,NA-US-MA-WATERTOWN,FALSE,17710,26221,892807332,50412.6105
24724,STANDARD,FREEMAN,WV,PRIMARY,37.33,-81.27,NA-US-WV-FREEMAN,FALSE,,,,#DIV/0!
24726,STANDARD,HERNDON,WV,PRIMARY,37.51,-81.36,NA-US-WV-HERNDON,FALSE,,,,#DIV/0!
24729,PO BOX,HIAWATHA,WV,PRIMARY,37.45,-81.23,NA-US-WV-HIAWATHA,FALSE,,,,#DIV/0!
24731,STANDARD,KEGLEY,WV,PRIMARY,37.4,-81.13,NA-US-WV-KEGLEY,FALSE,,,,#DIV/0!
24732,PO BOX,KELLYSVILLE,WV,PRIMARY,37.34,-80.9,NA-US-WV-KELLYSVILLE,FALSE,,,,#DIV/0!
24733,STANDARD,LASHMEET,WV,PRIMARY,37.44,-81.21,NA-US-WV-LASHMEET,FALSE,394,762,11660374,29594.85787
24736,STANDARD,MATOAKA,WV,PRIMARY,37.41,-81.24,NA-US-WV-MATOAKA,FALSE,312,610,6393716,20492.67949
24737,PO BOX,MONTCALM,WV,PRIMARY,37.35,-81.25,NA-US-WV-MONTCALM,FALSE,322,635,7298383,22665.78571
24738,PO BOX,NEMOURS,WV,PRIMARY,37.29,-81.28,NA-US-WV-NEMOURS,FALSE,,,,#DIV/0!
24739,STANDARD,PRINCETON,WV,PRIMARY,37.33,-80.96,NA-US-WV-PRINCETON,FALSE,,,,#DIV/0!
2474,STANDARD,ARLINGTON,MA,PRIMARY,42.41,-71.16,NA-US-MA-ARLINGTON,FALSE,13880,22275,838343474,60399.38573
24740,STANDARD,PRINCETON,WV,PRIMARY,37.36,-81.1,NA-US-WV-PRINCETON,FALSE,12301,22090,360578779,29312.96472
24747,STANDARD,ROCK,WV,PRIMARY,37.38,-81.23,NA-US-WV-ROCK,FALSE,851,1645,22850930,26851.85664
2475,PO BOX,ARLINGTON HEIGHTS,MA,PRIMARY,42.41,-71.18,NA-US-MA-ARLINGTON HEIGHTS,FALSE,,,,#DIV/0!
24751,PO BOX,WOLFE,WV,PRIMARY,37.29,-81.22,NA-US-WV-WOLFE,FALSE,,,,#DIV/0!
2476,STANDARD,ARLINGTON,MA,PRIMARY,42.41,-71.16,NA-US-MA-ARLINGTON,FALSE,8505,14383,585309228,68819.42716
2477,UNIQUE,WATERTOWN,MA,PRIMARY,42.36,-71.17,NA-US-MA-WATERTOWN,FALSE,,,,#DIV/0!
2478,STANDARD,BELMONT,MA,PRIMARY,42.39,-71.18,NA-US-MA-BELMONT,FALSE,12132,21169,955500316,78758.68084
2479,PO BOX,WAVERLEY,MA,PRIMARY,42.39,-71.17,NA-US-MA-WAVERLEY,FALSE,,,,#DIV/0!
24801,STANDARD,WELCH,WV,PRIMARY,37.43,-81.58,NA-US-WV-WELCH,FALSE,1470,2633,39628095,26957.88776
24808,STANDARD,ANAWALT,WV,PRIMARY,37.33,-81.44,NA-US-WV-ANAWALT,FALSE,,,,#DIV/0!
2481,STANDARD,WELLESLEY HILLS,MA,PRIMARY,42.31,-71.27,NA-US-MA-WELLESLEY HILLS,FALSE,6960,13012,1359908283,195389.1211
24811,PO BOX,AVONDALE,WV,PRIMARY,37.41,-81.8,NA-US-WV-AVONDALE,FALSE,,,,#DIV/0!
24813,PO BOX,BARTLEY,WV,PRIMARY,37.33,-81.73,NA-US-WV-BARTLEY,FALSE,,,,#DIV/0!
24815,STANDARD,BERWIND,WV,PRIMARY,37.26,-81.66,NA-US-WV-BERWIND,FALSE,,,,#DIV/0!
24816,PO BOX,BIG SANDY,WV,PRIMARY,37.47,-81.67,NA-US-WV-BIG SANDY,FALSE,,,,#DIV/0!
24817,PO BOX,BRADSHAW,WV,PRIMARY,37.35,-81.8,NA-US-WV-BRADSHAW,FALSE,,,,#DIV/0!
24818,STANDARD,BRENTON,WV,PRIMARY,37.58,-81.66,NA-US-WV-BRENTON,FALSE,424,822,12015874,28339.32547
2482,STANDARD,WELLESLEY,MA,PRIMARY,42.3,-71.28,NA-US-MA-WELLESLEY,FALSE,4782,8821,725439303,151702.0709
24822,STANDARD,CLEAR FORK,WV,PRIMARY,37.64,-81.69,NA-US-WV-CLEAR FORK,FALSE,,,,#DIV/0!
24823,STANDARD,COAL MOUNTAIN,WV,PRIMARY,37.67,-81.73,NA-US-WV-COAL MOUNTAIN,FALSE,,,,#DIV/0!
24826,PO BOX,CUCUMBER,WV,PRIMARY,37.28,-81.61,NA-US-WV-CUCUMBER,FALSE,,,,#DIV/0!
24827,STANDARD,CYCLONE,WV,PRIMARY,37.74,-81.66,NA-US-WV-CYCLONE,FALSE,433,881,13829654,31939.15473
24828,STANDARD,DAVY,WV,PRIMARY,37.47,-81.65,NA-US-WV-DAVY,FALSE,,,,#DIV/0!
24829,PO BOX,ECKMAN,WV,PRIMARY,37.4,-81.46,NA-US-WV-ECKMAN,FALSE,,,,#DIV/0!
24830,STANDARD,ELBERT,WV,PRIMARY,37.33,-81.52,NA-US-WV-ELBERT,FALSE,,,,#DIV/0!
24831,PO BOX,ELKHORN,WV,PRIMARY,37.35,-81.45,NA-US-WV-ELKHORN,FALSE,,,,#DIV/0!
24834,PO BOX,FANROCK,WV,PRIMARY,37.56,-81.62,NA-US-WV-FANROCK,FALSE,,,,#DIV/0!
24836,PO BOX,GARY,WV,PRIMARY,37.36,-81.53,NA-US-WV-GARY,FALSE,258,441,6301810,24425.62016
24839,STANDARD,HANOVER,WV,PRIMARY,37.56,-81.81,NA-US-WV-HANOVER,FALSE,357,712,11898894,33330.23529
24842,PO BOX,HEMPHILL,WV,PRIMARY,37.44,-81.59,NA-US-WV-HEMPHILL,TRUE,,,,#DIV/0!
24843,PO BOX,HENSLEY,WV,PRIMARY,37.47,-81.67,NA-US-WV-HENSLEY,FALSE,,,,#DIV/0!
24844,STANDARD,IAEGER,WV,PRIMARY,37.46,-81.81,NA-US-WV-IAEGER,FALSE,644,1249,19130288,29705.41615
24845,PO BOX,IKES FORK,WV,PRIMARY,37.53,-81.79,NA-US-WV-IKES FORK,FALSE,,,,#DIV/0!
24846,STANDARD,ISABAN,WV,PRIMARY,37.53,-81.85,NA-US-WV-ISABAN,FALSE,,,,#DIV/0!
24847,PO BOX,ITMANN,WV,PRIMARY,37.55,-81.4,NA-US-WV-ITMANN,FALSE,,,,#DIV/0!
24848,PO BOX,JENKINJONES,WV,PRIMARY,37.28,-81.43,NA-US-WV-JENKINJONES,FALSE,,,,#DIV/0!
24849,STANDARD,JESSE,WV,PRIMARY,37.66,-81.55,NA-US-WV-JESSE,FALSE,,,,#DIV/0!
24850,STANDARD,JOLO,WV,PRIMARY,37.33,-81.83,NA-US-WV-JOLO,FALSE,270,530,6995189,25908.10741
24851,PO BOX,JUSTICE,WV,PRIMARY,37.59,-81.84,NA-US-WV-JUSTICE,FALSE,,,,#DIV/0!
24853,PO BOX,KIMBALL,WV,PRIMARY,37.42,-81.5,NA-US-WV-KIMBALL,FALSE,310,548,6736011,21729.06774
24854,PO BOX,KOPPERSTON,WV,PRIMARY,37.74,-81.55,NA-US-WV-KOPPERSTON,FALSE,,,,#DIV/0!
24855,PO BOX,KYLE,WV,PRIMARY,37.4,-81.42,NA-US-WV-KYLE,FALSE,,,,#DIV/0!
24857,PO BOX,LYNCO,WV,PRIMARY,37.7,-81.67,NA-US-WV-LYNCO,FALSE,,,,#DIV/0!
24859,PO BOX,MARIANNA,WV,PRIMARY,37.61,-81.57,NA-US-WV-MARIANNA,FALSE,,,,#DIV/0!
24860,STANDARD,MATHENY,WV,PRIMARY,37.68,-81.59,NA-US-WV-MATHENY,FALSE,,,,#DIV/0!
24861,PO BOX,MAYBEURY,WV,PRIMARY,37.37,-81.35,NA-US-WV-MAYBEURY,FALSE,,,,#DIV/0!
24862,STANDARD,MOHAWK,WV,PRIMARY,37.49,-81.9,NA-US-WV-MOHAWK,FALSE,,,,#DIV/0!
24866,PO BOX,NEWHALL,WV,PRIMARY,37.26,-81.6,NA-US-WV-NEWHALL,FALSE,,,,#DIV/0!
24867,PO BOX,NEW RICHMOND,WV,PRIMARY,37.54,-81.47,NA-US-WV-NEW RICHMOND,FALSE,,,,#DIV/0!
24868,STANDARD,NORTHFORK,WV,PRIMARY,37.41,-81.42,NA-US-WV-NORTHFORK,FALSE,494,934,11120285,22510.69838
24869,STANDARD,NORTH SPRING,WV,PRIMARY,37.52,-81.79,NA-US-WV-NORTH SPRING,FALSE,,,,#DIV/0!
24870,STANDARD,OCEANA,WV,PRIMARY,37.69,-81.63,NA-US-WV-OCEANA,FALSE,1344,2676,43284694,32205.87351
24871,PO BOX,PAGETON,WV,PRIMARY,37.33,-81.46,NA-US-WV-PAGETON,FALSE,,,,#DIV/0!
24872,STANDARD,PANTHER,WV,PRIMARY,37.49,-81.88,NA-US-WV-PANTHER,FALSE,252,518,7205163,28591.91667
24873,STANDARD,PAYNESVILLE,WV,PRIMARY,37.36,-81.66,NA-US-WV-PAYNESVILLE,FALSE,,,,#DIV/0!
24874,STANDARD,PINEVILLE,WV,PRIMARY,37.58,-81.53,NA-US-WV-PINEVILLE,FALSE,1296,2495,48122914,37131.87809
24878,PO BOX,PREMIER,WV,PRIMARY,37.43,-81.63,NA-US-WV-PREMIER,FALSE,,,,#DIV/0!
24879,STANDARD,RAYSAL,WV,PRIMARY,37.34,-81.76,NA-US-WV-RAYSAL,FALSE,,,,#DIV/0!
24880,STANDARD,ROCK VIEW,WV,PRIMARY,37.64,-81.51,NA-US-WV-ROCK VIEW,FALSE,,,,#DIV/0!
24881,PO BOX,RODERFIELD,WV,PRIMARY,37.46,-81.67,NA-US-WV-RODERFIELD,FALSE,,,,#DIV/0!
24882,STANDARD,SIMON,WV,PRIMARY,37.61,-81.76,NA-US-WV-SIMON,FALSE,,,,#DIV/0!
24884,STANDARD,SQUIRE,WV,PRIMARY,37.26,-81.56,NA-US-WV-SQUIRE,FALSE,,,,#DIV/0!
24887,PO BOX,SWITCHBACK,WV,PRIMARY,37.37,-81.37,NA-US-WV-SWITCHBACK,FALSE,,,,#DIV/0!
24888,PO BOX,THORPE,WV,PRIMARY,37.34,-81.49,NA-US-WV-THORPE,FALSE,,,,#DIV/0!
24892,STANDARD,WAR,WV,PRIMARY,37.3,-81.68,NA-US-WV-WAR,FALSE,489,915,11030880,22558.03681
24894,PO BOX,WARRIORMINE,WV,PRIMARY,37.29,-81.67,NA-US-WV-WARRIORMINE,FALSE,,,,#DIV/0!
24895,PO BOX,WILCOE,WV,PRIMARY,37.38,-81.55,NA-US-WV-WILCOE,FALSE,,,,#DIV/0!
24898,STANDARD,WYOMING,WV,PRIMARY,37.58,-81.58,NA-US-WV-WYOMING,FALSE,,,,#DIV/0!
24901,STANDARD,LEWISBURG,WV,PRIMARY,37.8,-80.43,NA-US-WV-LEWISBURG,FALSE,4079,7139,134301864,32925.19343
24902,PO BOX,FAIRLEA,WV,PRIMARY,37.77,-80.45,NA-US-WV-FAIRLEA,FALSE,,,,#DIV/0!
24910,STANDARD,ALDERSON,WV,PRIMARY,37.72,-80.64,NA-US-WV-ALDERSON,FALSE,1560,2759,37663172,24143.05897
24915,STANDARD,ARBOVALE,WV,PRIMARY,38.45,-79.75,NA-US-WV-ARBOVALE,FALSE,,,,#DIV/0!
24916,STANDARD,ASBURY,WV,PRIMARY,37.81,-80.56,NA-US-WV-ASBURY,FALSE,,,,#DIV/0!
24918,STANDARD,BALLARD,WV,PRIMARY,37.51,-80.75,NA-US-WV-BALLARD,FALSE,565,1083,15626079,27656.77699
2492,STANDARD,NEEDHAM,MA,PRIMARY,42.28,-71.24,NA-US-MA-NEEDHAM,FALSE,9394,17587,1060369022,112877.2644
24920,STANDARD,BARTOW,WV,PRIMARY,38.58,-79.71,NA-US-WV-BARTOW,FALSE,,,,#DIV/0!
24924,STANDARD,BUCKEYE,WV,PRIMARY,38.19,-80.14,NA-US-WV-BUCKEYE,FALSE,,,,#DIV/0!
24925,STANDARD,CALDWELL,WV,PRIMARY,37.75,-80.34,NA-US-WV-CALDWELL,FALSE,475,897,15081072,31749.62526
24927,STANDARD,CASS,WV,PRIMARY,38.45,-79.89,NA-US-WV-CASS,FALSE,,,,#DIV/0!
2493,STANDARD,WESTON,MA,PRIMARY,42.36,-71.26,NA-US-MA-WESTON,FALSE,5417,9839,1150142875,212321.0033
24931,STANDARD,CRAWLEY,WV,PRIMARY,37.94,-80.61,NA-US-WV-CRAWLEY,FALSE,627,1193,18974233,30261.93461
24934,STANDARD,DUNMORE,WV,PRIMARY,38.35,-79.82,NA-US-WV-DUNMORE,FALSE,,,,#DIV/0!
24935,STANDARD,FOREST HILL,WV,PRIMARY,37.55,-80.83,NA-US-WV-FOREST HILL,FALSE,,,,#DIV/0!
24938,STANDARD,FRANKFORD,WV,PRIMARY,37.91,-80.38,NA-US-WV-FRANKFORD,FALSE,678,1231,18515007,27308.26991
2494,STANDARD,NEEDHAM HEIGHTS,MA,PRIMARY,42.28,-71.24,NA-US-MA-NEEDHAM HEIGHTS,FALSE,4334,7910,368848894,85105.88233
24941,STANDARD,GAP MILLS,WV,PRIMARY,37.56,-80.41,NA-US-WV-GAP MILLS,FALSE,434,766,9124208,21023.52074
24943,STANDARD,GRASSY MEADOWS,WV,PRIMARY,37.84,-80.74,NA-US-WV-GRASSY MEADOWS,FALSE,,,,#DIV/0!
24944,STANDARD,GREEN BANK,WV,PRIMARY,38.39,-79.78,NA-US-WV-GREEN BANK,FALSE,251,454,7427107,29590.06773
24945,STANDARD,GREENVILLE,WV,PRIMARY,37.53,-80.66,NA-US-WV-GREENVILLE,FALSE,,,,#DIV/0!
24946,STANDARD,HILLSBORO,WV,PRIMARY,38.13,-80.21,NA-US-WV-HILLSBORO,FALSE,536,910,11038431,20594.08769
2495,PO BOX,NONANTUM,MA,PRIMARY,42.33,-71.2,NA-US-MA-NONANTUM,FALSE,,,,#DIV/0!
24951,STANDARD,LINDSIDE,WV,PRIMARY,37.45,-80.66,NA-US-WV-LINDSIDE,FALSE,603,1144,15931139,26419.79934
24954,STANDARD,MARLINTON,WV,PRIMARY,38.22,-80.08,NA-US-WV-MARLINTON,FALSE,1487,2579,33278277,22379.47344
24957,STANDARD,MAXWELTON,WV,PRIMARY,37.86,-80.41,NA-US-WV-MAXWELTON,FALSE,,,,#DIV/0!
24961,STANDARD,WHITE SULPHUR SPRINGS,WV,PRIMARY,37.97,-80.11,NA-US-WV-WHITE SULPHUR SPRINGS,TRUE,,,,#DIV/0!
24962,STANDARD,PENCE SPRINGS,WV,PRIMARY,37.67,-80.7,NA-US-WV-PENCE SPRINGS,FALSE,,,,#DIV/0!
24963,STANDARD,PETERSTOWN,WV,PRIMARY,37.39,-80.79,NA-US-WV-PETERSTOWN,FALSE,1578,2929,44315086,28083.07098
24966,STANDARD,RENICK,WV,PRIMARY,37.98,-80.36,NA-US-WV-RENICK,FALSE,570,1024,11843571,20778.19474
24970,STANDARD,RONCEVERTE,WV,PRIMARY,37.74,-80.47,NA-US-WV-RONCEVERTE,FALSE,1850,3283,50505585,27300.31622
24974,STANDARD,SECONDCREEK,WV,PRIMARY,37.66,-80.4,NA-US-WV-SECONDCREEK,FALSE,,,,#DIV/0!
24976,STANDARD,SINKS GROVE,WV,PRIMARY,37.66,-80.52,NA-US-WV-SINKS GROVE,FALSE,455,829,11733126,25787.09011
24977,STANDARD,SMOOT,WV,PRIMARY,37.86,-80.66,NA-US-WV-SMOOT,FALSE,,,,#DIV/0!
24981,STANDARD,TALCOTT,WV,PRIMARY,37.65,-80.75,NA-US-WV-TALCOTT,FALSE,326,594,6771873,20772.61656
24983,STANDARD,UNION,WV,PRIMARY,37.59,-80.54,NA-US-WV-UNION,FALSE,1060,1883,25147119,23723.69717
24984,STANDARD,WAITEVILLE,WV,PRIMARY,37.48,-80.43,NA-US-WV-WAITEVILLE,FALSE,,,,#DIV/0!
24985,STANDARD,WAYSIDE,WV,PRIMARY,37.58,-80.7,NA-US-WV-WAYSIDE,FALSE,,,,#DIV/0!
24986,STANDARD,WHITE SULPHUR SPRINGS,WV,PRIMARY,37.79,-80.29,NA-US-WV-WHITE SULPHUR SPRINGS,FALSE,2302,3959,58744727,25518.99522
24991,STANDARD,WILLIAMSBURG,WV,PRIMARY,37.96,-80.5,NA-US-WV-WILLIAMSBURG,FALSE,,,,#DIV/0!
24993,STANDARD,WOLFCREEK,WV,PRIMARY,37.66,-80.63,NA-US-WV-WOLFCREEK,FALSE,,,,#DIV/0!
25002,PO BOX,ALLOY,WV,PRIMARY,38.13,-81.24,NA-US-WV-ALLOY,FALSE,,,,#DIV/0!
25003,STANDARD,ALUM CREEK,WV,PRIMARY,38.28,-81.84,NA-US-WV-ALUM CREEK,FALSE,1105,2063,37616908,34042.45068
25005,STANDARD,AMMA,WV,PRIMARY,38.54,-81.24,NA-US-WV-AMMA,FALSE,,,,#DIV/0!
25007,STANDARD,ARNETT,WV,PRIMARY,37.84,-81.43,NA-US-WV-ARNETT,FALSE,,,,#DIV/0!
25008,STANDARD,ARTIE,WV,PRIMARY,37.91,-81.36,NA-US-WV-ARTIE,FALSE,,,,#DIV/0!
25009,STANDARD,ASHFORD,WV,PRIMARY,38.19,-81.71,NA-US-WV-ASHFORD,FALSE,385,744,12211976,31719.41818
25011,PO BOX,BANCROFT,WV,PRIMARY,38.51,-81.84,NA-US-WV-BANCROFT,FALSE,263,458,6734274,25605.60456
25015,STANDARD,BELLE,WV,PRIMARY,38.23,-81.53,NA-US-WV-BELLE,FALSE,1991,3515,63633028,31960.33551
25019,STANDARD,BICKMORE,WV,PRIMARY,38.37,-81.1,NA-US-WV-BICKMORE,FALSE,,,,#DIV/0!
25021,STANDARD,BIM,WV,PRIMARY,37.87,-81.69,NA-US-WV-BIM,FALSE,,,,#DIV/0!
25022,PO BOX,BLAIR,WV,PRIMARY,37.86,-81.83,NA-US-WV-BLAIR,FALSE,,,,#DIV/0!
25024,STANDARD,BLOOMINGROSE,WV,PRIMARY,38.15,-81.62,NA-US-WV-BLOOMINGROSE,FALSE,,,,#DIV/0!
25025,STANDARD,BLOUNT,WV,PRIMARY,38.3,-81.38,NA-US-WV-BLOUNT,FALSE,,,,#DIV/0!
25026,PO BOX,BLUE CREEK,WV,PRIMARY,38.47,-81.51,NA-US-WV-BLUE CREEK,FALSE,,,,#DIV/0!
25028,STANDARD,BOB WHITE,WV,PRIMARY,37.95,-81.72,NA-US-WV-BOB WHITE,FALSE,,,,#DIV/0!
25030,STANDARD,BOMONT,WV,PRIMARY,38.4,-81.21,NA-US-WV-BOMONT,FALSE,,,,#DIV/0!
25031,PO BOX,BOOMER,WV,PRIMARY,38.15,-81.27,NA-US-WV-BOOMER,FALSE,271,478,6562469,24215.75277
25033,STANDARD,BUFFALO,WV,PRIMARY,38.61,-81.98,NA-US-WV-BUFFALO,FALSE,939,1817,34788657,37048.623
25035,STANDARD,CABIN CREEK,WV,PRIMARY,38.17,-81.5,NA-US-WV-CABIN CREEK,FALSE,564,999,16048238,28454.3227
25036,PO BOX,CANNELTON,WV,PRIMARY,38.19,-81.27,NA-US-WV-CANNELTON,FALSE,,,,#DIV/0!
25039,STANDARD,CEDAR GROVE,WV,PRIMARY,38.22,-81.42,NA-US-WV-CEDAR GROVE,FALSE,485,890,14469525,29834.07216
25040,PO BOX,CHARLTON HEIGHTS,WV,PRIMARY,38.11,-81.21,NA-US-WV-CHARLTON HEIGHTS,FALSE,,,,#DIV/0!
25043,STANDARD,CLAY,WV,PRIMARY,38.46,-81.08,NA-US-WV-CLAY,FALSE,686,1340,20008409,29166.77697
25044,STANDARD,CLEAR CREEK,WV,PRIMARY,37.89,-81.31,NA-US-WV-CLEAR CREEK,FALSE,,,,#DIV/0!
25045,STANDARD,CLENDENIN,WV,PRIMARY,38.48,-81.34,NA-US-WV-CLENDENIN,FALSE,2324,4358,74243722,31946.5241
25047,STANDARD,CLOTHIER,WV,PRIMARY,37.79,-81.99,NA-US-WV-CLOTHIER,FALSE,,,,#DIV/0!
25048,STANDARD,COLCORD,WV,PRIMARY,37.93,-81.45,NA-US-WV-COLCORD,FALSE,,,,#DIV/0!
25049,STANDARD,COMFORT,WV,PRIMARY,38.12,-81.57,NA-US-WV-COMFORT,FALSE,297,597,11298952,38043.60943
25051,STANDARD,COSTA,WV,PRIMARY,38.15,-81.71,NA-US-WV-COSTA,FALSE,,,,#DIV/0!
25053,STANDARD,DANVILLE,WV,PRIMARY,38.08,-81.83,NA-US-WV-DANVILLE,FALSE,1673,3229,63331728,37855.18709
25054,PO BOX,DAWES,WV,PRIMARY,38.06,-81.42,NA-US-WV-DAWES,FALSE,,,,#DIV/0!
25057,PO BOX,DEEP WATER,WV,PRIMARY,38.09,-81.21,NA-US-WV-DEEP WATER,FALSE,,,,#DIV/0!
25059,STANDARD,DIXIE,WV,PRIMARY,38.26,-81.18,NA-US-WV-DIXIE,FALSE,265,507,8120117,30641.95094
25060,STANDARD,DOROTHY,WV,PRIMARY,37.96,-81.49,NA-US-WV-DOROTHY,FALSE,,,,#DIV/0!
25061,PO BOX,DRYBRANCH,WV,PRIMARY,38.16,-81.51,NA-US-WV-DRYBRANCH,FALSE,,,,#DIV/0!
25062,STANDARD,DRY CREEK,WV,PRIMARY,37.86,-81.49,NA-US-WV-DRY CREEK,FALSE,,,,#DIV/0!
25063,STANDARD,DUCK,WV,PRIMARY,38.56,-80.97,NA-US-WV-DUCK,FALSE,533,1010,13857726,25999.48593
25064,STANDARD,DUNBAR,WV,PRIMARY,38.36,-81.73,NA-US-WV-DUNBAR,FALSE,4644,7497,132687650,28571.84539
25067,STANDARD,EAST BANK,WV,PRIMARY,38.21,-81.44,NA-US-WV-EAST BANK,FALSE,490,899,16337989,33342.83469
25070,PO BOX,ELEANOR,WV,PRIMARY,38.53,-81.93,NA-US-WV-ELEANOR,FALSE,865,1588,31741550,36695.43353
25071,STANDARD,ELKVIEW,WV,PRIMARY,38.43,-81.47,NA-US-WV-ELKVIEW,FALSE,4752,8712,177616665,37377.24432
25075,STANDARD,ESKDALE,WV,PRIMARY,38.11,-81.47,NA-US-WV-ESKDALE,FALSE,258,499,7673453,29742.06589
25076,PO BOX,ETHEL,WV,PRIMARY,37.86,-81.87,NA-US-WV-ETHEL,FALSE,,,,#DIV/0!
25079,STANDARD,FALLING ROCK,WV,PRIMARY,38.47,-81.38,NA-US-WV-FALLING ROCK,FALSE,,,,#DIV/0!
25081,STANDARD,FOSTER,WV,PRIMARY,38.09,-81.77,NA-US-WV-FOSTER,FALSE,454,886,17840287,39295.78634
25082,STANDARD,FRAZIERS BOTTOM,WV,PRIMARY,38.54,-82.02,NA-US-WV-FRAZIERS BOTTOM,FALSE,747,1438,27884258,37328.32396
25083,STANDARD,GALLAGHER,WV,PRIMARY,38.17,-81.38,NA-US-WV-GALLAGHER,FALSE,,,,#DIV/0!
25085,STANDARD,GAULEY BRIDGE,WV,PRIMARY,38.16,-81.2,NA-US-WV-GAULEY BRIDGE,FALSE,465,813,12735388,27387.93118
25086,PO BOX,GLASGOW,WV,PRIMARY,38.2,-81.42,NA-US-WV-GLASGOW,FALSE,354,646,11966006,33802.27684
25088,STANDARD,GLEN,WV,PRIMARY,38.35,-81.23,NA-US-WV-GLEN,FALSE,,,,#DIV/0!
25090,PO BOX,GLEN FERRIS,WV,PRIMARY,38.13,-81.18,NA-US-WV-GLEN FERRIS,FALSE,,,,#DIV/0!
25093,STANDARD,GORDON,WV,PRIMARY,37.99,-81.68,NA-US-WV-GORDON,FALSE,,,,#DIV/0!
25102,PO BOX,HANDLEY,WV,PRIMARY,38.18,-81.36,NA-US-WV-HANDLEY,FALSE,,,,#DIV/0!
25103,STANDARD,HANSFORD,WV,PRIMARY,38.11,-81.37,NA-US-WV-HANSFORD,FALSE,,,,#DIV/0!
25106,STANDARD,HENDERSON,WV,PRIMARY,38.83,-82.13,NA-US-WV-HENDERSON,FALSE,265,501,7497828,28293.69057
25107,STANDARD,HERNSHAW,WV,PRIMARY,38.2,-81.61,NA-US-WV-HERNSHAW,FALSE,260,483,8203339,31551.30385
25108,STANDARD,HEWETT,WV,PRIMARY,37.96,-81.85,NA-US-WV-HEWETT,FALSE,278,561,9038776,32513.58273
25109,PO BOX,HOMETOWN,WV,PRIMARY,38.56,-81.87,NA-US-WV-HOMETOWN,FALSE,,,,#DIV/0!
25110,PO BOX,HUGHESTON,WV,PRIMARY,38.36,-81.33,NA-US-WV-HUGHESTON,FALSE,,,,#DIV/0!
25111,STANDARD,INDORE,WV,PRIMARY,38.35,-81.16,NA-US-WV-INDORE,FALSE,,,,#DIV/0!
25112,PO BOX,INSTITUTE,WV,PRIMARY,38.38,-81.76,NA-US-WV-INSTITUTE,FALSE,,,,#DIV/0!
25113,STANDARD,IVYDALE,WV,PRIMARY,38.52,-81.02,NA-US-WV-IVYDALE,FALSE,326,596,7318735,22450.10736
25114,STANDARD,JEFFREY,WV,PRIMARY,37.94,-81.78,NA-US-WV-JEFFREY,FALSE,,,,#DIV/0!
25115,STANDARD,KANAWHA FALLS,WV,PRIMARY,38.11,-81.15,NA-US-WV-KANAWHA FALLS,FALSE,,,,#DIV/0!
25118,STANDARD,KIMBERLY,WV,PRIMARY,38.12,-81.32,NA-US-WV-KIMBERLY,FALSE,,,,#DIV/0!
25119,STANDARD,KINCAID,WV,PRIMARY,38.02,-81.26,NA-US-WV-KINCAID,FALSE,,,,#DIV/0!
25121,STANDARD,LAKE,WV,PRIMARY,37.94,-81.93,NA-US-WV-LAKE,FALSE,266,516,9089748,34171.98496
25123,STANDARD,LEON,WV,PRIMARY,38.74,-81.95,NA-US-WV-LEON,FALSE,1216,2338,39155175,32199.97944
25124,STANDARD,LIBERTY,WV,PRIMARY,38.63,-81.76,NA-US-WV-LIBERTY,FALSE,532,1024,17844390,33542.08647
25125,STANDARD,LIZEMORES,WV,PRIMARY,38.33,-81.16,NA-US-WV-LIZEMORES,FALSE,320,630,10466766,32708.64375
25126,PO BOX,LONDON,WV,PRIMARY,38.36,-81.33,NA-US-WV-LONDON,FALSE,,,,#DIV/0!
25130,STANDARD,MADISON,WV,PRIMARY,38.05,-81.8,NA-US-WV-MADISON,FALSE,1493,2796,55291699,37033.9578
25132,STANDARD,MAMMOTH,WV,PRIMARY,38.25,-81.37,NA-US-WV-MAMMOTH,FALSE,,,,#DIV/0!
25133,STANDARD,MAYSEL,WV,PRIMARY,38.48,-81.12,NA-US-WV-MAYSEL,FALSE,271,531,7965356,29392.45756
