Zipcode,ZipCodeType,City,State,LocationType,Lat,Long,Location,Decommisioned,TaxReturnsFiled,EstimatedPopulation,TotalWages,avg_wage
24324,STANDARD,DRAPER,VA,PRIMARY,37,-80.76,NA-US-VA-DRAPER,FALSE,945,1772,35477208,37542.01905
24325,STANDARD,DUGSPUR,VA,PRIMARY,36.81,-80.61,NA-US-VA-DUGSPUR,FALSE,390,719,10300257,26410.91538
24326,STANDARD,ELK CREEK,VA,PRIMARY,36.71,-81.18,NA-US-VA-ELK CREEK,FALSE,508,923,10612679,20891.10039
24327,PO BOX,EMORY,VA,PRIMARY,36.75,-81.83,NA-US-VA-EMORY,FALSE,,,,#DIV/0!
24328,STANDARD,FANCY GAP,VA,PRIMARY,36.66,-80.7,NA-US-VA-FANCY GAP,FALSE,759,1399,20328388,26783.11989
24330,STANDARD,FRIES,VA,PRIMARY,36.71,-80.97,NA-US-VA-FRIES,FALSE,1378,2514,31753875,23043.45065
24333,STANDARD,GALAX,VA,PRIMARY,36.66,-80.91,NA-US-VA-GALAX,FALSE,7424,13435,201418680,27130.74892
24340,STANDARD,GLADE SPRING,VA,PRIMARY,36.79,-81.77,NA-US-VA-GLADE SPRING,FALSE,2279,4226,62394570,27378.04739
24343,STANDARD,HILLSVILLE,VA,PRIMARY,36.76,-80.73,NA-US-VA-HILLSVILLE,FALSE,3878,7047,106076769,27353.47318
24347,STANDARD,HIWASSEE,VA,PRIMARY,36.97,-80.64,NA-US-VA-HIWASSEE,FALSE,773,1419,24718029,31976.75162
24348,STANDARD,INDEPENDENCE,VA,PRIMARY,36.61,-81.15,NA-US-VA-INDEPENDENCE,FALSE,1669,2966,41266458,24725.25944
24350,STANDARD,IVANHOE,VA,PRIMARY,36.83,-80.95,NA-US-VA-IVANHOE,FALSE,498,927,12602622,25306.46988
24351,STANDARD,LAMBSBURG,VA,PRIMARY,36.58,-80.76,NA-US-VA-LAMBSBURG,FALSE,260,493,6326218,24331.60769
24352,STANDARD,LAUREL FORK,VA,PRIMARY,36.71,-80.51,NA-US-VA-LAUREL FORK,FALSE,424,766,10137415,23908.99764
24354,STANDARD,MARION,VA,PRIMARY,36.83,-81.51,NA-US-VA-MARION,FALSE,6307,11186,175229232,27783.29348
24360,STANDARD,MAX MEADOWS,VA,PRIMARY,36.96,-80.93,NA-US-VA-MAX MEADOWS,FALSE,2544,4753,76510590,30074.91745
24361,STANDARD,MEADOWVIEW,VA,PRIMARY,36.76,-81.85,NA-US-VA-MEADOWVIEW,FALSE,2018,3723,61350750,30401.75917
24363,STANDARD,MOUTH OF WILSON,VA,PRIMARY,36.58,-81.33,NA-US-VA-MOUTH OF WILSON,FALSE,560,1033,13521810,24146.08929
24366,STANDARD,ROCKY GAP,VA,PRIMARY,37.23,-81.1,NA-US-VA-ROCKY GAP,FALSE,427,791,13021848,30496.13115
24368,STANDARD,RURAL RETREAT,VA,PRIMARY,36.89,-81.27,NA-US-VA-RURAL RETREAT,FALSE,2206,4076,66768083,30266.58341
24370,STANDARD,SALTVILLE,VA,PRIMARY,36.87,-81.76,NA-US-VA-SALTVILLE,FALSE,2584,4748,69140553,26757.17995
24374,STANDARD,SPEEDWELL,VA,PRIMARY,36.81,-81.16,NA-US-VA-SPEEDWELL,FALSE,336,592,8852238,26345.94643
24375,STANDARD,SUGAR GROVE,VA,PRIMARY,36.76,-81.4,NA-US-VA-SUGAR GROVE,FALSE,664,1226,16158603,24335.24548
24377,STANDARD,TANNERSVILLE,VA,PRIMARY,36.97,-81.64,NA-US-VA-TANNERSVILLE,FALSE,,,,#DIV/0!
24378,STANDARD,TROUTDALE,VA,PRIMARY,36.7,-81.43,NA-US-VA-TROUTDALE,FALSE,474,853,12303923,25957.64346
24380,STANDARD,WILLIS,VA,PRIMARY,36.85,-80.48,NA-US-VA-WILLIS,FALSE,1100,2039,33381688,30346.98909
24381,STANDARD,WOODLAWN,VA,PRIMARY,36.71,-80.81,NA-US-VA-WOODLAWN,FALSE,1681,3044,44246135,26321.31767
24382,STANDARD,WYTHEVILLE,VA,PRIMARY,36.95,-81.08,NA-US-VA-WYTHEVILLE,FALSE,6491,11285,199494265,30733.98013
24401,STANDARD,STAUNTON,VA,PRIMARY,38.15,-79.06,NA-US-VA-STAUNTON,FALSE,16137,27407,510177734,31615.4015
24402,PO BOX,STAUNTON,VA,PRIMARY,38.15,-79.06,NA-US-VA-STAUNTON,FALSE,527,816,14767277,28021.39848
24411,PO BOX,AUGUSTA SPRINGS,VA,PRIMARY,38.1,-79.33,NA-US-VA-AUGUSTA SPRINGS,FALSE,,,,#DIV/0!
24412,PO BOX,BACOVA,VA,PRIMARY,38.01,-79.9,NA-US-VA-BACOVA,FALSE,,,,#DIV/0!
24413,STANDARD,BLUE GRASS,VA,PRIMARY,38.53,-79.6,NA-US-VA-BLUE GRASS,FALSE,,,,#DIV/0!
24415,PO BOX,BROWNSBURG,VA,PRIMARY,37.93,-79.31,NA-US-VA-BROWNSBURG,FALSE,,,,#DIV/0!
24416,STANDARD,BUENA VISTA,VA,PRIMARY,37.73,-79.35,NA-US-VA-BUENA VISTA,FALSE,3781,6616,103998342,27505.5123
24421,STANDARD,CHURCHVILLE,VA,PRIMARY,38.22,-79.16,NA-US-VA-CHURCHVILLE,FALSE,1767,3224,57941258,32790.75156
24422,STANDARD,CLIFTON FORGE,VA,PRIMARY,37.82,-79.82,NA-US-VA-CLIFTON FORGE,FALSE,2705,4821,83469477,30857.47763
24426,STANDARD,COVINGTON,VA,PRIMARY,37.77,-79.99,NA-US-VA-COVINGTON,FALSE,6490,11647,204259940,31473.02619
24430,STANDARD,CRAIGSVILLE,VA,PRIMARY,38.08,-79.38,NA-US-VA-CRAIGSVILLE,FALSE,674,1243,19850577,29451.89466
24431,STANDARD,CRIMORA,VA,PRIMARY,38.16,-78.83,NA-US-VA-CRIMORA,FALSE,1295,2321,39781363,30719.19923
24432,STANDARD,DEERFIELD,VA,PRIMARY,38.19,-79.4,NA-US-VA-DEERFIELD,FALSE,,,,#DIV/0!
24433,STANDARD,DOE HILL,VA,PRIMARY,38.43,-79.44,NA-US-VA-DOE HILL,FALSE,,,,#DIV/0!
24435,STANDARD,FAIRFIELD,VA,PRIMARY,37.88,-79.3,NA-US-VA-FAIRFIELD,FALSE,901,1631,28034145,31114.47836
24437,STANDARD,FORT DEFIANCE,VA,PRIMARY,38.21,-78.94,NA-US-VA-FORT DEFIANCE,FALSE,367,671,13568089,36970.26975
24438,PO BOX,GLEN WILTON,VA,PRIMARY,37.75,-79.81,NA-US-VA-GLEN WILTON,FALSE,,,,#DIV/0!
24439,STANDARD,GOSHEN,VA,PRIMARY,37.99,-79.5,NA-US-VA-GOSHEN,FALSE,511,917,13533579,26484.49902
24440,STANDARD,GREENVILLE,VA,PRIMARY,38,-79.15,NA-US-VA-GREENVILLE,FALSE,1187,2186,36094375,30408.06655
24441,STANDARD,GROTTOES,VA,PRIMARY,38.26,-78.82,NA-US-VA-GROTTOES,FALSE,2746,5011,89498513,32592.32083
24442,STANDARD,HEAD WATERS,VA,PRIMARY,38.3,-79.42,NA-US-VA-HEAD WATERS,FALSE,,,,#DIV/0!
24445,STANDARD,HOT SPRINGS,VA,PRIMARY,38,-79.83,NA-US-VA-HOT SPRINGS,FALSE,1285,2211,40051006,31168.09805
24448,PO BOX,IRON GATE,VA,PRIMARY,37.79,-79.79,NA-US-VA-IRON GATE,FALSE,,,,#DIV/0!
2445,STANDARD,BROOKLINE,MA,PRIMARY,42.32,-71.14,NA-US-MA-BROOKLINE,FALSE,10219,16149,871688763,85300.78902
24450,STANDARD,LEXINGTON,VA,PRIMARY,37.78,-79.44,NA-US-VA-LEXINGTON,FALSE,6653,11305,213713741,32122.91312
24457,PO BOX,LOW MOOR,VA,PRIMARY,37.74,-79.9,NA-US-VA-LOW MOOR,FALSE,,,,#DIV/0!
24458,STANDARD,MC DOWELL,VA,PRIMARY,38.3,-79.52,NA-US-VA-MC DOWELL,FALSE,,,,#DIV/0!
24459,STANDARD,MIDDLEBROOK,VA,PRIMARY,38.02,-79.28,NA-US-VA-MIDDLEBROOK,FALSE,399,716,12652607,31710.79449
2446,STANDARD,BROOKLINE,MA,PRIMARY,42.32,-71.14,NA-US-MA-BROOKLINE,FALSE,14601,21302,1038890274,71151.99466
24460,STANDARD,MILLBORO,VA,PRIMARY,37.96,-79.6,NA-US-VA-MILLBORO,FALSE,719,1291,21076068,29313.02921
24463,PO BOX,MINT SPRING,VA,PRIMARY,38.07,-79.1,NA-US-VA-MINT SPRING,FALSE,,,,#DIV/0!
24464,STANDARD,MONTEBELLO,VA,PRIMARY,37.86,-79.13,NA-US-VA-MONTEBELLO,FALSE,,,,#DIV/0!
24465,STANDARD,MONTEREY,VA,PRIMARY,38.41,-79.58,NA-US-VA-MONTEREY,FALSE,664,1144,14331745,21583.95331
24467,STANDARD,MOUNT SIDNEY,VA,PRIMARY,38.26,-78.97,NA-US-VA-MOUNT SIDNEY,FALSE,1017,1897,39520958,38860.33235
24468,STANDARD,MUSTOE,VA,PRIMARY,38.32,-79.64,NA-US-VA-MUSTOE,FALSE,,,,#DIV/0!
24469,PO BOX,NEW HOPE,VA,PRIMARY,38.19,-78.9,NA-US-VA-NEW HOPE,FALSE,,,,#DIV/0!
2447,PO BOX,BROOKLINE VILLAGE,MA,PRIMARY,42.33,-71.13,NA-US-MA-BROOKLINE VILLAGE,FALSE,,,,#DIV/0!
24471,STANDARD,PORT REPUBLIC,VA,PRIMARY,38.32,-78.81,NA-US-VA-PORT REPUBLIC,FALSE,679,1190,25190205,37098.97644
24472,STANDARD,RAPHINE,VA,PRIMARY,37.93,-79.23,NA-US-VA-RAPHINE,FALSE,1011,1812,30288046,29958.50247
24473,STANDARD,ROCKBRIDGE BATHS,VA,PRIMARY,37.9,-79.41,NA-US-VA-ROCKBRIDGE BATHS,FALSE,412,735,11611787,28183.94903
24474,PO BOX,SELMA,VA,PRIMARY,37.79,-79.87,NA-US-VA-SELMA,FALSE,,,,#DIV/0!
24476,STANDARD,STEELES TAVERN,VA,PRIMARY,37.92,-79.2,NA-US-VA-STEELES TAVERN,FALSE,,,,#DIV/0!
24477,STANDARD,STUARTS DRAFT,VA,PRIMARY,38.02,-79.02,NA-US-VA-STUARTS DRAFT,FALSE,4960,8956,178299050,35947.38911
24479,STANDARD,SWOOPE,VA,PRIMARY,38.14,-79.2,NA-US-VA-SWOOPE,FALSE,753,1344,23069496,30636.78088
24482,STANDARD,VERONA,VA,PRIMARY,38.19,-79,NA-US-VA-VERONA,FALSE,2344,4032,79321775,33840.3477
24483,STANDARD,VESUVIUS,VA,PRIMARY,37.9,-79.2,NA-US-VA-VESUVIUS,FALSE,310,576,9126815,29441.33871
24484,STANDARD,WARM SPRINGS,VA,PRIMARY,38.05,-79.78,NA-US-VA-WARM SPRINGS,FALSE,410,709,10653550,25984.26829
24485,STANDARD,WEST AUGUSTA,VA,PRIMARY,38.27,-79.3,NA-US-VA-WEST AUGUSTA,FALSE,,,,#DIV/0!
24486,STANDARD,WEYERS CAVE,VA,PRIMARY,38.28,-78.92,NA-US-VA-WEYERS CAVE,FALSE,1586,2989,59613653,37587.42308
24487,STANDARD,WILLIAMSVILLE,VA,PRIMARY,38.19,-79.56,NA-US-VA-WILLIAMSVILLE,FALSE,,,,#DIV/0!
24501,STANDARD,LYNCHBURG,VA,PRIMARY,37.4,-79.19,NA-US-VA-LYNCHBURG,FALSE,10865,17907,272890943,25116.51569
24502,STANDARD,LYNCHBURG,VA,PRIMARY,37.4,-79.19,NA-US-VA-LYNCHBURG,FALSE,16879,28461,554726648,32864.90005
24503,STANDARD,LYNCHBURG,VA,PRIMARY,37.4,-79.19,NA-US-VA-LYNCHBURG,FALSE,9190,16263,476521830,51852.21219
24504,STANDARD,LYNCHBURG,VA,PRIMARY,37.4,-79.19,NA-US-VA-LYNCHBURG,FALSE,3797,6383,101191524,26650.3882
24505,PO BOX,LYNCHBURG,VA,PRIMARY,37.4,-79.19,NA-US-VA-LYNCHBURG,FALSE,,,,#DIV/0!
24506,PO BOX,LYNCHBURG,VA,PRIMARY,37.4,-79.19,NA-US-VA-LYNCHBURG,FALSE,391,613,11832668,30262.57801
2451,STANDARD,WALTHAM,MA,PRIMARY,42.38,-71.24,NA-US-MA-WALTHAM,FALSE,9097,14526,491563149,54035.74244
24512,UNIQUE,LYNCHBURG,VA,PRIMARY,37.45,-79.25,NA-US-VA-LYNCHBURG,TRUE,,,,#DIV/0!
24513,UNIQUE,LYNCHBURG,VA,PRIMARY,37.4,-79.19,NA-US-VA-LYNCHBURG,FALSE,,,,#DIV/0!
24514,UNIQUE,LYNCHBURG,VA,PRIMARY,37.4,-79.19,NA-US-VA-LYNCHBURG,FALSE,,,,#DIV/0!
24515,UNIQUE,LYNCHBURG,VA,PRIMARY,37.4,-79.19,NA-US-VA-LYNCHBURG,FALSE,,,,#DIV/0!
24517,STANDARD,ALTAVISTA,VA,PRIMARY,37.12,-79.28,NA-US-VA-ALTAVISTA,FALSE,2482,4383,75111226,30262.37953
2452,STANDARD,WALTHAM,MA,PRIMARY,42.38,-71.24,NA-US-MA-WALTHAM,FALSE,6253,9731,321542033,51422.0427
24520,STANDARD,ALTON,VA,PRIMARY,36.56,-79,NA-US-VA-ALTON,FALSE,970,1808,27897551,28760.36186
24521,STANDARD,AMHERST,VA,PRIMARY,37.58,-79.05,NA-US-VA-AMHERST,FALSE,4402,8008,152874711,34728.46683
24522,STANDARD,APPOMATTOX,VA,PRIMARY,37.35,-78.82,NA-US-VA-APPOMATTOX,FALSE,4324,7853,141050262,32620.31961
24523,STANDARD,BEDFORD,VA,PRIMARY,37.32,-79.52,NA-US-VA-BEDFORD,FALSE,8537,15102,259261665,30369.17711
24526,STANDARD,BIG ISLAND,VA,PRIMARY,37.53,-79.36,NA-US-VA-BIG ISLAND,FALSE,663,1229,26442879,39883.67873
24527,STANDARD,BLAIRS,VA,PRIMARY,36.68,-79.38,NA-US-VA-BLAIRS,FALSE,1448,2606,43651777,30146.25483
24528,STANDARD,BROOKNEAL,VA,PRIMARY,37.05,-78.94,NA-US-VA-BROOKNEAL,FALSE,1500,2724,41615099,27743.39933
24529,STANDARD,BUFFALO JUNCTION,VA,PRIMARY,36.6,-78.63,NA-US-VA-BUFFALO JUNCTION,FALSE,727,1294,20758907,28554.20495
2453,STANDARD,WALTHAM,MA,PRIMARY,42.38,-71.24,NA-US-MA-WALTHAM,FALSE,13382,20076,608496212,45471.24585
24530,STANDARD,CALLANDS,VA,PRIMARY,36.81,-79.58,NA-US-VA-CALLANDS,FALSE,497,892,14845524,29870.26962
24531,STANDARD,CHATHAM,VA,PRIMARY,36.81,-79.39,NA-US-VA-CHATHAM,FALSE,3689,6602,104871806,28428.24776
24533,PO BOX,CLIFFORD,VA,PRIMARY,37.65,-79.03,NA-US-VA-CLIFFORD,FALSE,,,,#DIV/0!
24534,STANDARD,CLOVER,VA,PRIMARY,36.83,-78.73,NA-US-VA-CLOVER,FALSE,738,1349,19262926,26101.52575
24535,PO BOX,CLUSTER SPRINGS,VA,PRIMARY,36.61,-78.91,NA-US-VA-CLUSTER SPRINGS,FALSE,,,,#DIV/0!
24536,STANDARD,COLEMAN FALLS,VA,PRIMARY,37.5,-79.33,NA-US-VA-COLEMAN FALLS,FALSE,,,,#DIV/0!
24538,STANDARD,CONCORD,VA,PRIMARY,37.35,-78.98,NA-US-VA-CONCORD,FALSE,2024,3769,71386691,35270.10425
24539,STANDARD,CRYSTAL HILL,VA,PRIMARY,36.85,-78.9,NA-US-VA-CRYSTAL HILL,FALSE,,,,#DIV/0!
2454,PO BOX,WALTHAM,MA,PRIMARY,42.38,-71.24,NA-US-MA-WALTHAM,FALSE,348,473,10362378,29776.94828
24540,STANDARD,DANVILLE,VA,PRIMARY,36.58,-79.4,NA-US-VA-DANVILLE,FALSE,13869,24307,382938615,27611.1194
24541,STANDARD,DANVILLE,VA,PRIMARY,36.58,-79.4,NA-US-VA-DANVILLE,FALSE,12241,21053,352550953,28800.82943
24543,PO BOX,DANVILLE,VA,PRIMARY,36.58,-79.4,NA-US-VA-DANVILLE,FALSE,475,746,14637517,30815.82526
24544,UNIQUE,DANVILLE,VA,PRIMARY,36.58,-79.39,NA-US-VA-DANVILLE,TRUE,,,,#DIV/0!
24549,STANDARD,DRY FORK,VA,PRIMARY,36.75,-79.41,NA-US-VA-DRY FORK,FALSE,1814,3454,57155493,31507.98953
2455,PO BOX,NORTH WALTHAM,MA,PRIMARY,42.39,-71.22,NA-US-MA-NORTH WALTHAM,FALSE,,,,#DIV/0!
24550,STANDARD,EVINGTON,VA,PRIMARY,37.23,-79.28,NA-US-VA-EVINGTON,FALSE,3100,5681,112469567,36280.50548
24551,STANDARD,FOREST,VA,PRIMARY,37.37,-79.27,NA-US-VA-FOREST,FALSE,9568,18223,492433063,51466.66628
24553,STANDARD,GLADSTONE,VA,PRIMARY,37.54,-78.84,NA-US-VA-GLADSTONE,FALSE,788,1456,23455656,29766.06091
24554,STANDARD,GLADYS,VA,PRIMARY,37.16,-79.08,NA-US-VA-GLADYS,FALSE,1624,2996,50798910,31280.117
24555,STANDARD,GLASGOW,VA,PRIMARY,37.63,-79.45,NA-US-VA-GLASGOW,FALSE,983,1729,26444847,26902.18413
24556,STANDARD,GOODE,VA,PRIMARY,37.36,-79.38,NA-US-VA-GOODE,FALSE,1399,2682,63922697,45691.70622
24557,STANDARD,GRETNA,VA,PRIMARY,36.95,-79.36,NA-US-VA-GRETNA,FALSE,3367,6054,91103640,27057.80814
24558,STANDARD,HALIFAX,VA,PRIMARY,36.76,-78.93,NA-US-VA-HALIFAX,FALSE,2987,5366,93816240,31408.18212
2456,PO BOX,NEW TOWN,MA,PRIMARY,42.33,-71.2,NA-US-MA-NEW TOWN,FALSE,,,,#DIV/0!
24562,STANDARD,HOWARDSVILLE,VA,PRIMARY,37.73,-78.64,NA-US-VA-HOWARDSVILLE,FALSE,,,,#DIV/0!
24563,STANDARD,HURT,VA,PRIMARY,37.09,-79.29,NA-US-VA-HURT,FALSE,2476,4384,73352027,29625.21284
24565,STANDARD,JAVA,VA,PRIMARY,36.83,-79.23,NA-US-VA-JAVA,FALSE,450,805,10682334,23738.52
24566,STANDARD,KEELING,VA,PRIMARY,36.71,-79.3,NA-US-VA-KEELING,FALSE,608,1153,17217272,28317.88158
24569,STANDARD,LONG ISLAND,VA,PRIMARY,37.08,-79.1,NA-US-VA-LONG ISLAND,FALSE,420,782,12002292,28576.88571
2457,PO BOX,BABSON PARK,MA,PRIMARY,42.29,-71.26,NA-US-MA-BABSON PARK,FALSE,,,,#DIV/0!
24570,STANDARD,LOWRY,VA,PRIMARY,37.34,-79.45,NA-US-VA-LOWRY,FALSE,,,,#DIV/0!
24571,STANDARD,LYNCH STATION,VA,PRIMARY,37.14,-79.36,NA-US-VA-LYNCH STATION,FALSE,879,1596,26317546,29940.32537
24572,STANDARD,MADISON HEIGHTS,VA,PRIMARY,37.43,-79.1,NA-US-VA-MADISON HEIGHTS,FALSE,7522,13272,242743306,32271.1122
24574,STANDARD,MONROE,VA,PRIMARY,37.6,-79.24,NA-US-VA-MONROE,FALSE,1820,3232,63002825,34616.93681
24576,PO BOX,NARUNA,VA,PRIMARY,37.13,-78.95,NA-US-VA-NARUNA,FALSE,,,,#DIV/0!
24577,STANDARD,NATHALIE,VA,PRIMARY,36.93,-78.95,NA-US-VA-NATHALIE,FALSE,2054,3700,54095007,26336.42016
24578,STANDARD,NATURAL BRIDGE,VA,PRIMARY,37.63,-79.55,NA-US-VA-NATURAL BRIDGE,FALSE,484,841,12978837,26815.77893
24579,STANDARD,NATURAL BRIDGE STATION,VA,PRIMARY,37.58,-79.5,NA-US-VA-NATURAL BRIDGE STATION,FALSE,668,1167,17350427,25973.69311
2458,STANDARD,NEWTON,MA,PRIMARY,42.33,-71.2,NA-US-MA-NEWTON,FALSE,6418,10355,498332466,77646.06825
24580,STANDARD,NELSON,VA,PRIMARY,36.55,-78.67,NA-US-VA-NELSON,FALSE,252,465,7556729,29987.01984
24581,STANDARD,NORWOOD,VA,PRIMARY,37.64,-78.8,NA-US-VA-NORWOOD,FALSE,,,,#DIV/0!
24586,STANDARD,RINGGOLD,VA,PRIMARY,36.6,-79.3,NA-US-VA-RINGGOLD,FALSE,2428,4455,76642773,31566.21623
24588,STANDARD,RUSTBURG,VA,PRIMARY,37.28,-79.1,NA-US-VA-RUSTBURG,FALSE,4293,7795,139824310,32570.30282
24589,STANDARD,SCOTTSBURG,VA,PRIMARY,36.75,-78.79,NA-US-VA-SCOTTSBURG,FALSE,902,1643,25678211,28468.08315
2459,STANDARD,NEWTON CENTER,MA,PRIMARY,42.31,-71.19,NA-US-MA-NEWTON CENTER,FALSE,9031,16153,906510839,100377.6812
24590,STANDARD,SCOTTSVILLE,VA,PRIMARY,37.79,-78.49,NA-US-VA-SCOTTSVILLE,FALSE,3439,6149,119113541,34636.09799
24592,STANDARD,SOUTH BOSTON,VA,PRIMARY,36.7,-78.9,NA-US-VA-SOUTH BOSTON,FALSE,5646,10130,164493426,29134.50691
24593,STANDARD,SPOUT SPRING,VA,PRIMARY,37.35,-78.91,NA-US-VA-SPOUT SPRING,FALSE,746,1358,25234532,33826.4504
24594,STANDARD,SUTHERLIN,VA,PRIMARY,36.62,-79.18,NA-US-VA-SUTHERLIN,FALSE,739,1355,21518656,29118.61434
24595,PO BOX,SWEET BRIAR,VA,PRIMARY,37.56,-79.05,NA-US-VA-SWEET BRIAR,FALSE,,,,#DIV/0!
24597,STANDARD,VERNON HILL,VA,PRIMARY,36.79,-79.12,NA-US-VA-VERNON HILL,FALSE,520,937,14241000,27386.53846
24598,STANDARD,VIRGILINA,VA,PRIMARY,36.54,-78.77,NA-US-VA-VIRGILINA,FALSE,767,1401,21962049,28633.70143
24599,STANDARD,WINGINA,VA,PRIMARY,37.64,-78.73,NA-US-VA-WINGINA,FALSE,252,437,7197428,28561.22222
2460,STANDARD,NEWTONVILLE,MA,PRIMARY,42.35,-71.2,NA-US-MA-NEWTONVILLE,FALSE,4687,7764,361543245,77137.4536
24601,PO BOX,AMONATE,VA,PRIMARY,37.18,-81.65,NA-US-VA-AMONATE,FALSE,,,,#DIV/0!
24602,STANDARD,BANDY,VA,PRIMARY,37.14,-81.7,NA-US-VA-BANDY,FALSE,293,544,6926587,23640.22867
24603,STANDARD,BIG ROCK,VA,PRIMARY,37.31,-82.22,NA-US-VA-BIG ROCK,FALSE,446,851,13562279,30408.69731
24604,PO BOX,BISHOP,VA,PRIMARY,37.21,-81.53,NA-US-VA-BISHOP,FALSE,,,,#DIV/0!
24605,STANDARD,BLUEFIELD,VA,PRIMARY,37.23,-81.26,NA-US-VA-BLUEFIELD,FALSE,3826,6964,138004044,36070.05855
24606,PO BOX,BOISSEVAIN,VA,PRIMARY,37.28,-81.38,NA-US-VA-BOISSEVAIN,FALSE,,,,#DIV/0!
24607,PO BOX,BREAKS,VA,PRIMARY,37.29,-82.28,NA-US-VA-BREAKS,FALSE,,,,#DIV/0!
24608,PO BOX,BURKES GARDEN,VA,PRIMARY,37.1,-81.35,NA-US-VA-BURKES GARDEN,FALSE,,,,#DIV/0!
24609,STANDARD,CEDAR BLUFF,VA,PRIMARY,37.08,-81.76,NA-US-VA-CEDAR BLUFF,FALSE,2841,5374,94090969,33118.96128
2461,STANDARD,NEWTON HIGHLANDS,MA,PRIMARY,42.31,-71.2,NA-US-MA-NEWTON HIGHLANDS,FALSE,3521,6253,358055277,101691.3596
24612,PO BOX,DORAN,VA,PRIMARY,37.13,-81.81,NA-US-VA-DORAN,FALSE,367,674,9324651,25407.76839
24613,STANDARD,FALLS MILLS,VA,PRIMARY,37.26,-81.33,NA-US-VA-FALLS MILLS,FALSE,411,775,12395681,30159.80779
24614,STANDARD,GRUNDY,VA,PRIMARY,37.27,-82.1,NA-US-VA-GRUNDY,FALSE,2658,5016,91740149,34514.72874
24619,PO BOX,HORSEPEN,VA,PRIMARY,37.23,-81.49,NA-US-VA-HORSEPEN,FALSE,,,,#DIV/0!
2462,STANDARD,NEWTON LOWER FALLS,MA,PRIMARY,42.33,-71.25,NA-US-MA-NEWTON LOWER FALLS,FALSE,689,1184,50636755,73493.11321
24620,STANDARD,HURLEY,VA,PRIMARY,37.42,-82.02,NA-US-VA-HURLEY,FALSE,792,1606,25084442,31672.27525
24622,STANDARD,JEWELL RIDGE,VA,PRIMARY,37.18,-81.8,NA-US-VA-JEWELL RIDGE,FALSE,374,711,10994845,29397.98128
24624,PO BOX,KEEN MOUNTAIN,VA,PRIMARY,37.2,-81.95,NA-US-VA-KEEN MOUNTAIN,FALSE,,,,#DIV/0!
24627,PO BOX,MAVISDALE,VA,PRIMARY,37.19,-82.21,NA-US-VA-MAVISDALE,FALSE,,,,#DIV/0!
24628,STANDARD,MAXIE,VA,PRIMARY,37.31,-82.19,NA-US-VA-MAXIE,FALSE,,,,#DIV/0!
24630,STANDARD,NORTH TAZEWELL,VA,PRIMARY,37.16,-81.5,NA-US-VA-NORTH TAZEWELL,FALSE,2813,5267,86915982,30897.96729
24631,STANDARD,OAKWOOD,VA,PRIMARY,37.21,-81.98,NA-US-VA-OAKWOOD,FALSE,522,968,15688367,30054.34291
24634,STANDARD,PILGRIMS KNOB,VA,PRIMARY,37.29,-81.9,NA-US-VA-PILGRIMS KNOB,FALSE,,,,#DIV/0!
24635,PO BOX,POCAHONTAS,VA,PRIMARY,37.3,-81.34,NA-US-VA-POCAHONTAS,FALSE,300,500,5981394,19937.98
24637,STANDARD,POUNDING MILL,VA,PRIMARY,37.04,-81.73,NA-US-VA-POUNDING MILL,FALSE,1474,2833,61237565,41545.15943
24639,STANDARD,RAVEN,VA,PRIMARY,37.16,-81.9,NA-US-VA-RAVEN,FALSE,1150,2190,32725641,28457.07913
2464,STANDARD,NEWTON UPPER FALLS,MA,PRIMARY,42.31,-71.22,NA-US-MA-NEWTON UPPER FALLS,FALSE,1539,2480,93569510,60798.90188
24640,PO BOX,RED ASH,VA,PRIMARY,37.12,-81.87,NA-US-VA-RED ASH,FALSE,,,,#DIV/0!
24641,STANDARD,RICHLANDS,VA,PRIMARY,37.09,-81.8,NA-US-VA-RICHLANDS,FALSE,2287,4134,75581129,33048.15435
24646,STANDARD,ROWE,VA,PRIMARY,37.12,-82.03,NA-US-VA-ROWE,FALSE,261,521,7912519,30316.16475
24647,PO BOX,SHORTT GAP,VA,PRIMARY,37.18,-81.84,NA-US-VA-SHORTT GAP,FALSE,,,,#DIV/0!
24649,STANDARD,SWORDS CREEK,VA,PRIMARY,37.08,-81.91,NA-US-VA-SWORDS CREEK,FALSE,787,1567,24309060,30888.25921
2465,STANDARD,WEST NEWTON,MA,PRIMARY,42.35,-71.22,NA-US-MA-WEST NEWTON,FALSE,5887,10288,583545368,99124.40428
24651,STANDARD,TAZEWELL,VA,PRIMARY,37.12,-81.51,NA-US-VA-TAZEWELL,FALSE,2357,4369,78822715,33441.96648
24656,STANDARD,VANSANT,VA,PRIMARY,37.23,-82.08,NA-US-VA-VANSANT,FALSE,1352,2558,46198785,34170.69896
24657,STANDARD,WHITEWOOD,VA,PRIMARY,37.26,-81.88,NA-US-VA-WHITEWOOD,FALSE,,,,#DIV/0!
24658,PO BOX,WOLFORD,VA,PRIMARY,37.38,-81.99,NA-US-VA-WOLFORD,FALSE,,,,#DIV/0!
2466,STANDARD,AUBURNDALE,MA,PRIMARY,42.34,-71.24,NA-US-MA-AUBURNDALE,FALSE,3366,5838,255483758,75901.29471
2467,STANDARD,CHESTNUT HILL,MA,PRIMARY,42.31,-71.16,NA-US-MA-CHESTNUT HILL,FALSE,7725,13071,812720425,105206.5275
